#mrk	kap	num	dos	ind	trd
d.0	do		oa_7	NULL	NULL
delika.mal0ulo.KOMUNE	maldelikatulo		NULL	NULL	NULL
delikt.0i	delikti		NULL	NULL	NULL
delikt.0i.JUR	delikti		NULL	NULL	NULL
delikt.0o	delikto		NULL	Delikt	
delikt.0o	delikto		NULL	Verfehlung	
delikt.0o.JUR	delikto		NULL	Delikt	
delikt.0o.JUR	delikto		NULL	Verfehlung	
delikt.0ulo	deliktulo		NULL	Delinquent	
delikt.0ulo.kulpigato	deliktulo		NULL	Delinquent	
delir.0ajxo	deliraĵo		NULL	NULL	NULL
delir.0i	deliri		NULL	im Delirium sein	
delir.0o	deliro		NULL	Delirium	
delkre.0o	delkredero		NULL	Delkredere	
delkre.0o.EKON	delkredero		NULL	Delkredere	
delt.0o	delto		oa_9	Delta	Delta (Buchstabe)
delt.0o.GEOG	delto	2	oa_9	Delta	Delta (Geog.)
delt.0o.GEOG	delto	2	oa_9	Flussdelta	
delt.0o.GEOG	delto	2	oa_9	Delta	Delta (Buchstabe)
delt.0o.LIN	delto	1	oa_9	Delta	Delta (Buchstabe)
deltaplan.0o	deltaplano		NULL	Hängegleiter	
deltaplan.0o	deltaplano		NULL	Drachen	Drachen (Fluggerät)
deltaplan.0o	deltaplano		NULL	Deltasegler	
deltaplan.0o.AVI	deltaplano		NULL	Hängegleiter	
deltaplan.0o.AVI	deltaplano		NULL	Drachen	Drachen (Fluggerät)
deltaplan.0o.AVI	deltaplano		NULL	Deltasegler	
deltoi.0o	deltoido		NULL	NULL	NULL
deltoi.0o.ANA	deltoido	1	NULL	Deltamuskel	
deltoi.0o.figuro	deltoido	2	NULL	Deltoid	
deltoi.0o.figuro	deltoido	2	NULL	Drachenfigur	
demago.0o	demagogo		oa_2	Demagoge	
demago.0o.POL	demagogo		oa_2	Demagoge	
demago1.0o	demagogio		NULL	Demagogie	
demand.0a	demanda		NULL	fragend	
demand.0a.KOMUNE	demanda		NULL	fragend	
demand.0aro	demandaro		NULL	Fragebogen	
demand.0aro.KOMUNE	demandaro		NULL	Fragebogen	
demand.0i	demandi		ekz_21	fragen	
demand.0i.KOMUNE	demandi		ekz_21	fragen	
demand.0ilo	demandilo		NULL	NULL	NULL
demand.0ilo.GRA	demandilo	2	NULL	Fragewort	
demand.0ilo.KOMUNE	demandilo	1	NULL	Fragebogen	
demand.0ilo.KOMUNE	demandilo	1	NULL	Erfassungsbogen	
demand.0o	demando		NULL	Frage	
demand.0o.informpeto	demando	1	NULL	Frage	
demand.0o.temo	demando	2	NULL	Frage	
demand.0osigno	demandosigno		NULL	Fragezeichen	
demand.0osigno.TIP	demandosigno		NULL	Fragezeichen	
demand.pri0i	pridemandi		NULL	befragen	
demand.pri0i.KOMUNE	pridemandi		NULL	befragen	
demarkaci.0i	demarkacii		NULL	demarkieren	
demarkaci.0i.KOMUNE	demarkacii		NULL	demarkieren	
demarkaci.0o	demarkacio		NULL	Demarkation	
demarkaci.0o.ado	demarkacio	1	NULL	Demarkation	
demarkaci.0o.ajxo	demarkacio	2	NULL	Demarkation	
demars.0i	demarŝi		NULL	NULL	NULL
demars.0i.JUR	demarŝi		NULL	NULL	NULL
demars.0o	demarŝo		NULL	NULL	NULL
demars.0o.JUR	demarŝo		NULL	NULL	NULL
demenc.0i	demenci		NULL	NULL	NULL
demenc.0i.MED	demenci		NULL	NULL	NULL
demenc.0igxi	demenciĝi		NULL	NULL	NULL
demenc.0igxi.MED	demenciĝi		NULL	NULL	NULL
demenc.0o	demenco		NULL	Demenz	
demenc.0o.MED	demenco		NULL	Demenz	
demenc.0ulo	demenculo		NULL	Demenzkranker	
demenc.0ulo.MED	demenculo		NULL	Demenzkranker	
dement.0i	dementi		NULL	dementieren	
dement.0i	dementi		NULL	abstreiten	
dement.0i	dementi		NULL	zurückweisen	zurückweisen (abstreiten)
dement.0i.malkonfirmi	dementi		NULL	dementieren	
dement.0i.malkonfirmi	dementi		NULL	abstreiten	
dement.0i.malkonfirmi	dementi		NULL	zurückweisen	zurückweisen (abstreiten)
demetri.0o	Demetrio		NULL	Demeter	Demeter [griech. Gottheit]
demetri.0o	Demetrio		NULL	Demetrius	Demetrius [antiker Name]
demetri.0o	Demetrio		NULL	Dimitri	Dimitri [russ. Name]
demetri.0o.NOM	Demetrio		NULL	Demeter	Demeter [griech. Gottheit]
demetri.0o.NOM	Demetrio		NULL	Demetrius	Demetrius [antiker Name]
demetri.0o.NOM	Demetrio		NULL	Dimitri	Dimitri [russ. Name]
demimond.0o	demimondo		NULL	Demimonde	
demimond.0o.POL	demimondo		NULL	Demimonde	
demisi.0i	demisii		NULL	zurücktreten	
demisi.0i	demisii		NULL	Amt	sein Amt niederlegen
demisi.0i	demisii		NULL	demissionieren	
demisi.0o	demisio		NULL	NULL	NULL
demisi.0o.eksoficigo	demisio	2	NULL	NULL	NULL
demisi.0o.peto	demisio	1	NULL	NULL	NULL
demograf.0o	demografo		NULL	Demograph	
demograf.0o.SCI	demografo		NULL	Demograph	
demografi.0isto	demografiisto		NULL	NULL	NULL
demografi.0isto.SCI	demografiisto		NULL	NULL	NULL
demografi.0o	demografio		oa_9	NULL	NULL
demografi.0o.POL	demografio	2	oa_9	NULL	NULL
demografi.0o.SCI	demografio	1	oa_9	NULL	NULL
demokr.0o	demokrato		oa_2	Demokrat	
demokr1.0a	demokratia		NULL	demokratisch	
demokr1.0a.POL	demokratia		NULL	demokratisch	
demokr1.0igi	demokratiigi		NULL	NULL	NULL
demokr1.0igi.POL	demokratiigi		NULL	NULL	NULL
demokr1.0igo	demokratiigo		NULL	NULL	NULL
demokr1.0igo.POL	demokratiigo		NULL	NULL	NULL
demokr1.0igxo	demokratiiĝo		NULL	Demokratisierung	
demokr1.0igxo.evoluo	demokratiiĝo		NULL	Demokratisierung	
demokr1.0o	demokratio		oa_8	Demokratie	
demokr1.0o	demokratio		oa_8	Demokratie	
demokr1.0o	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Volksherrschaft	
demokr1.0o.POL	demokratio		oa_8	Volksherrschaft	
demokr1.0o.POL	demokratio		oa_8	Volksherrschaft	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokr1.0o.POL	demokratio		oa_8	Demokratie	
demokrit.0o	Demokrito		NULL	Demokrit	
demokrit.0o	Demokrito		NULL	Demokritos	
demokrit.0o.PERS	Demokrito		NULL	Demokrit	
demokrit.0o.PERS	Demokrito		NULL	Demokritos	
demon.0o	demono		NULL	Dämon	
demon.0o.diablo	demono	1	NULL	Dämon	
demon.0o.homo	demono	2	NULL	Dämon	
demonologi.0o	demonologio		NULL	NULL	NULL
demonologi.0o.REL	demonologio		NULL	NULL	NULL
demons.0i	demonstri		NULL	NULL	NULL
demons.0i.MAT	demonstri	2	NULL	beweisen	
demons.0i.prezenti	demonstri	1	NULL	darlegen	
demons.0i.prezenti	demonstri	1	NULL	nachweisen	
demons.0i.prezenti	demonstri	1	NULL	aufzeigen	
demons.0o	demonstro		NULL	NULL	NULL
demons.0o.MAT	demonstro	2	NULL	Beweis	
demons.0o.prezentado	demonstro	1	NULL	Nachweis	
demons.0o.prezentado	demonstro	1	NULL	Beispiel	Beispiel (Beweis)
demons1.0o	demonstracio		NULL	NULL	NULL
demons1.0o.dedukto	demonstracio	2	NULL	Beweis	
demons1.0o.dedukto	demonstracio	2	NULL	Beweisführung	
demons1.0o.elpruvo	demonstracio	1	NULL	Vorführung	
demons1.0o.elpruvo	demonstracio	1	NULL	Beweis	
demons1.0o.manifestacio	demonstracio	3	NULL	Demonstration	
demons2.0o	demonstrativo		NULL	Demonstrativum	
demons2.0o	demonstrativo		NULL	Demonstrativpronomen	
demons2.0o	demonstrativo		NULL	hinweisendes Fürwort	
demoraliz.0i	demoralizi		NULL	NULL	NULL
demoraliz.0i.PSI	demoralizi		NULL	NULL	NULL
demoraliz.0o	demoralizo		NULL	NULL	NULL
demoraliz.0o.PSI	demoralizo		NULL	NULL	NULL
demotik.0a	demotika		NULL	NULL	NULL
demotik.0a.LIN	demotika		NULL	NULL	NULL
denar.0o	denaro		NULL	Dinar	
denar.0o.EKON	denaro		NULL	Dinar	
dendrit.0o	dendrito		NULL	Dendrit	
dendrit.0o.FIZL	dendrito		NULL	Dendrit	
dendrokronologi.0o	dendrokronologio		NULL	Dendrochronologie	
dendrokronologi.0o	dendrokronologio		NULL	Baumdatierung	
dendrokronologi.0o.KAL	dendrokronologio		NULL	Dendrochronologie	
dendrokronologi.0o.KAL	dendrokronologio		NULL	Baumdatierung	
deng.0o	dengo		NULL	Denguefieber	
denomi.0o	denominatoro		NULL	Nenner	
denotaci.0o	denotacio		NULL	NULL	NULL
denotaci.0o.LIN	denotacio		NULL	NULL	NULL
dens.0a	densa		ekz_38	NULL	NULL
dens.0a.multnombre	densa	1	ekz_38	dicht	
dens.0a.subaro	densa	2	ekz_38	dicht	dicht (-e Teilmenge)
dens.0ajxo	densaĵo		NULL	NULL	NULL
dens.0ajxo.HOR	densaĵo	1	NULL	Dickicht	
dens.0ajxo.KOMUNE	densaĵo	2	NULL	NULL	NULL
dens.0e	dense		NULL	NULL	NULL
dens.0e.arangxo	dense		NULL	NULL	NULL
dens.0eco	denseco		NULL	Dichte	
dens.0eco.FIZ	denseco	2	NULL	Dichte	
dens.0eco.eco	denseco	1	NULL	Dichte	
dens.0ejo	densejo		NULL	NULL	NULL
dens.0ejo.HOR	densejo		NULL	Dickicht	
dens.0igi	densigi		NULL	komprimieren	
dens.0igi.KOMP	densigi	2	NULL	packen	packen (Daten)
dens.0igi.KOMP	densigi	2	NULL	komprimieren	
dens.0igi.kundensigi	densigi	1	NULL	verdichten	
dens.0igi.kundensigi	densigi	1	NULL	komprimieren	
dens.0igita	densigita		NULL	NULL	NULL
dens.0igita.KUI	densigita		NULL	eingedickt	
dens.0igxi	densiĝi		NULL	NULL	NULL
dens.0igxi.KOMUNE	densiĝi		NULL	verdichten	sich verdichten
dens.0o	denso		NULL	Dichte	
dens.0o.FIZ	denso	3	NULL	Dichte	spezifische Dichte
dens.0o.FIZ	denso	3	NULL	Dichte	relative Dichte
dens.0o.FIZ	denso	3	NULL	Dichte	
dens.0o.KOMUNE	denso	1	NULL	Dichte	
dens.0o.volumena_maso	denso	2	NULL	Massendichte	
dens.0o.volumena_maso	denso	2	NULL	Dichte	
dens.mal0a	maldensa		NULL	NULL	NULL
dens.mal0a.era	maldensa		NULL	dünn	dünn (Gas)
dens.mal0a.era	maldensa		NULL	locker	locker (Reihe)
dens.mal0ejo	maldensejo		NULL	NULL	NULL
dens.mal0ejo.HOR	maldensejo		NULL	Lichtung	
dens.mal0igi	maldensigi		NULL	NULL	NULL
dens.mal0igi.KOMP	maldensigi	2	NULL	entpacken	entpacken (Datei)
dens.mal0igi.KOMP	maldensigi	2	NULL	dekomprimieren	
dens.mal0igi.KOMUNE	maldensigi	1	NULL	verdünnen	
dens.mal0igi.KOMUNE	maldensigi	1	NULL	auflockern	
dens.mal0igxi	maldensiĝi		NULL	NULL	NULL
dens.mal0igxi.disigxi	maldensiĝi		NULL	lichten	sich lichten
dens.probablo0o	probablodenso		NULL	NULL	NULL
dens.probablo0o.MAT	probablodenso		NULL	Wahrscheinlichkeitsdichte	
dent.0a	denta		NULL	Zahn-	
dent.0a.denthava	denta	2	NULL	Zahn-	
dent.0a.rilata_al_dento	denta	1	NULL	Zahn-	
dent.0akonsonanto	denta konsonanto		NULL	Dental	
dent.0akonsonanto	denta konsonanto		NULL	Zahnlaut	
dent.0akonsonanto.propre	denta konsonanto		NULL	Dental	
dent.0akonsonanto.propre	denta konsonanto		NULL	Zahnlaut	
dent.0aro	dentaro		NULL	Gebiss	
dent.0aro.ANA	dentaro		NULL	Gebiss	
dent.0ego	dentego		NULL	Hauer	
dent.0ego	dentego		NULL	Stoßzahn	
dent.0ego.ZOO	dentego		NULL	Hauer	
dent.0ego.ZOO	dentego		NULL	Stoßzahn	
dent.0igi	dentigi		NULL	NULL	NULL
dent.0igi	denti		NULL	NULL	NULL
dent.0ingo	dentingo		NULL	Kieferhöhle	
dent.0ingo.ANA	dentingo		NULL	Kieferhöhle	
dent.0isto	dentisto		NULL	Zahnarzt	
dent.0isto	dentkuracisto		NULL	Zahnarzt	
dent.0isto.MED	dentisto		NULL	Zahnarzt	
dent.0isto.MED	dentkuracisto		NULL	Zahnarzt	
dent.0o	dento		ekz_7	Zahn	
dent.0o.FIG	dento	2	ekz_7	Zahn	
dent.0o.busxo	dento	1	ekz_7	Zahn	
dent.0opikilo	dentopikilo		NULL	Zahnstocher	
dent.0opikilo	dentpikilo		NULL	Zahnstocher	
dent.0ostango	dentostango		NULL	Zahnstange	
dent.blu0o	bludento		NULL	NULL	NULL
dent.blu0o.KOMP	bludento		NULL	NULL	NULL
dent.kojno0o	kojnodento		NULL	Eckzahn	
dent.kojno0o	kojna dento		NULL	Eckzahn	
dent.kojno0o.ANA	kojnodento		NULL	Eckzahn	
dent.kojno0o.ANA	kojna dento		NULL	Eckzahn	
dent.lakto0o	laktodento		NULL	Milchzahn	
dent.lakto0o.ANA	laktodento		NULL	Milchzahn	
dent.lang0akonsonanto	lang-denta konsonanto		NULL	Koronal-dentalalveolar	
dent.lang0akonsonanto.propre	lang-denta konsonanto		NULL	Koronal-dentalalveolar	
dent.muel0o	mueldento		NULL	NULL	NULL
dent.muel0o	muela dento		NULL	NULL	NULL
dent.muel0o.ANA	mueldento		NULL	NULL	NULL
dent.muel0o.ANA	muela dento		NULL	NULL	NULL
dent.sagxo0o	saĝodento		NULL	Weisheitszahn	
dent.sagxo0o.ANA	saĝodento		NULL	Weisheitszahn	
dent.sen0ulo	sendentulo		NULL	NULL	NULL
dent.sen0ulo.ZOO	sendentulo		NULL	NULL	NULL
dent.trancxo0o	tranĉodento		NULL	Schneidezahn	
dent.trancxo0o	tranĉa dento		NULL	Schneidezahn	
dent.trancxo0o.ANA	tranĉodento		NULL	Schneidezahn	
dent.trancxo0o.ANA	tranĉa dento		NULL	Schneidezahn	
dent.tri0o	tridento		NULL	NULL	NULL
dent.tri0o.forko	tridento		NULL	NULL	NULL
dental.0o	dentalo		NULL	Dental	
dental.0o	dentalo		NULL	Zahnlaut	
dental.0o.FON	dentalo		NULL	Dental	
dental.0o.FON	dentalo		NULL	Zahnlaut	
denunc.0anto	denuncanto		NULL	NULL	NULL
denunc.0i	denunci		NULL	anprangern	
denunc.0i	denunci		NULL	anzeigen	
denunc.0i	denunci		NULL	bloßstellen	
denunc.0i	denunci		NULL	denunzieren	
denunc.0o	denunco		NULL	NULL	NULL
deontologi.0o	deontologio		NULL	Berufsethos	
deontologi.0o.FIL	deontologio		NULL	Berufsethos	
depart.0o	departemento		oa_2	NULL	NULL
depart.0o.POL	departemento	1	oa_2	Behörde	
depart.0o.franca	departemento	2	oa_2	Département	
depesx.0o	depeŝo		NULL	Depesche	
deploj.0i	deploji		NULL	aufstellen	
deploj.0i.MIL	deploji	1	NULL	aufstellen	
deploj.0i.TEK	deploji	2	NULL	deployen	
deploj.0i.TEK	deploji	2	NULL	installieren	
deploj.0i.TEK	deploji	2	NULL	aufstellen	
depon.0ajxo	deponaĵo		NULL	NULL	NULL
depon.0ajxo.EKON	deponaĵo	1	NULL	Verwahrgut	
depon.0ajxo.GEOL	deponaĵo	2	NULL	Ablagerung	
depon.0atesto	deponatesto		NULL	Depositenschein	
depon.0atesto	deponatesto		NULL	Verwahrschein	
depon.0ejo	deponejo		NULL	NULL	NULL
depon.0ejo.GEOL	deponejo	2	NULL	Lagerstätte	
depon.0ejo.KOMUNE	deponejo	3	NULL	Halde	
depon.0ejo.KOMUNE	deponejo	3	NULL	Deponie	
depon.0ejo.KOMUNE	deponejo	3	NULL	Kippe	
depon.0ejo.konto	deponejo	4	NULL	Depot	
depon.0ejo.konto	deponejo	4	NULL	Hinterlegungsstelle	
depon.0ejo.loko	deponejo	1	NULL	Depot	
depon.0ejo.loko	deponejo	1	NULL	Aufbewahrungsstelle	
depon.0i	deponi		NULL	NULL	NULL
depon.0i.EKON	deponi	1	NULL	deponieren	
depon.0i.EKON	deponi	1	NULL	hinterlegen	
depon.0i.EKON	deponi	1	NULL	Verwahrung	in Verwahrung geben
depon.0i.GEOL	deponi	2	NULL	ablagern	
depon.0ujo	deponujo		NULL	Depot	
depon.0ujo	deponujo		NULL	Aufbewahrungsbehälter	
depon.mal0i	maldeponi		NULL	abheben	abheben (Depot)
depon.mal0i	maldeponi		NULL	entnehmen	entnehmen (Depot)
depon.mal0i.EKON	maldeponi		NULL	abheben	abheben (Depot)
depon.mal0i.EKON	maldeponi		NULL	entnehmen	entnehmen (Depot)
depot.0o	depoto		NULL	Reserve	Reserve (Truppen)
depot.0o.TRA	depoto	2	NULL	Reserve	Reserve (Truppen)
depot.0o.TRA	depoto	2	NULL	Depot	Depot (Straßenbahn)
depozici.0i	depozicii		NULL	aussagen	
depozici.0i	depozicii		NULL	bezeugen	
depozici.0i.JUR	depozicii		NULL	aussagen	
depozici.0i.JUR	depozicii		NULL	bezeugen	
depozici.0o	depozicio		NULL	Zeugenaussage	
depozici.0o	depozicio		NULL	(vor Behörden)	Aussage(vor Behörden)
depozici.0o.ado	depozicio		NULL	Zeugenaussage	
depozici.0o.ado	depozicio		NULL	(vor Behörden)	Aussage(vor Behörden)
depresi.0o	depresio		NULL	Depression	
depresi.0o.EKON	depresio	1	NULL	Konjunkturtief	
depresi.0o.EKON	depresio	1	NULL	Depression	
depresi.0o.PSI	depresio	2	NULL	Depression	
deprim.0i	deprimi		NULL	deprimieren	
deprim.0i	deprimi		NULL	herunterziehen	
deprim.0i	deprimi		NULL	entmutigen	
deprim.0i.PSI	deprimi		NULL	deprimieren	
deprim.0i.PSI	deprimi		NULL	herunterziehen	
deprim.0i.PSI	deprimi		NULL	entmutigen	
deprim.0igxi	deprimiĝi		NULL	NULL	NULL
deprim.0igxi.PSI	deprimiĝi		NULL	NULL	NULL
deprim.0o	deprimo		NULL	Depression	
deprim.0o.PSI	deprimo		NULL	Depression	
deprim.kontraux0ilo	kontraŭdeprimilo		NULL	NULL	NULL
deprim.kontraux0ilo.MED	kontraŭdeprimilo		NULL	NULL	NULL
deput.0i	deputi		NULL	abordnen	
deput.0i	deputi		NULL	entsenden	
deput.0i.POL	deputi		NULL	abordnen	
deput.0i.POL	deputi		NULL	entsenden	
deput.0itaro	deputitaro		NULL	Abgeordnete	
deput.0itaro	deputitaro		NULL	Abgeordnetenversammlung	
deput.0itaro.POL	deputitaro		NULL	Abgeordnete	
deput.0itaro.POL	deputitaro		NULL	Abgeordnetenversammlung	
deput.0ito	deputito		NULL	Abgeordneter	
deput.0ito	deputito		NULL	Entsandter	
deput.0ito.POL	deputito		NULL	Abgeordneter	
deput.0ito.POL	deputito		NULL	Entsandter	
deriv.0ado	derivado		NULL	Ableitung	
deriv.0ado.GRA	derivado	1	NULL	Ableitung	
deriv.0ado.MAT	derivado	2	NULL	Ableitung	
deriv.0ajxo	derivaĵo		NULL	NULL	NULL
deriv.0ajxo.EKON	derivaĵo	5	NULL	Derivat	
deriv.0ajxo.GRA	derivaĵo	1	NULL	Wort	abgeleitetes Wort
deriv.0ajxo.KEM	derivaĵo	4	NULL	Derivat	
deriv.0ajxo.MAT	derivaĵo	2	NULL	Ableitung	
deriv.0ajxo.diferencialo	derivaĵo	3	NULL	NULL	NULL
deriv.0ebla	derivebla		NULL	NULL	NULL
deriv.0ebla.MAT	derivebla		NULL	differenzierbar	
deriv.0i	derivi		oa_4	NULL	NULL
deriv.0i.GRA	derivi	1	oa_4	ableiten	
deriv.0i.MAT	derivi	3	oa_4	ableiten	
deriv.0i.MAT	derivi	3	oa_4	differenzieren	
deriv.0i.transpreni	derivi	2	oa_4	ableiten	
deriv.0i.transpreni	derivi	2	oa_4	herleiten	
deriv.0i.transpreni	derivi	2	oa_4	abstammen	
deriv.logaritma0ajxo	logaritma derivaĵo		NULL	Ableitung	logarithmische Ableitung
deriv.logaritma0ajxo.MAT	logaritma derivaĵo		NULL	Ableitung	logarithmische Ableitung
deriv.mal0ajxo	malderivaĵo		NULL	NULL	NULL
deriv.mal0ajxo.LIN	malderivaĵo	2	NULL	NULL	NULL
deriv.mal0ajxo.MAT	malderivaĵo	1	NULL	Stammfunktion	
deriv.mal0ajxo.MAT	malderivaĵo	1	NULL	Integral	unbestimmtes Integral
deriv.parta0ajxo	parta derivaĵo		NULL	Ableitung	partielle Ableitung
deriv.parta0ajxo.MAT	parta derivaĵo		NULL	Ableitung	partielle Ableitung
derm.0o	dermo		NULL	Lederhaut	
derm.0o	dermo		NULL	Unterhaut	
dermap.0oj	dermapteroj		NULL	Ohrwürmer	Ohrwürmer (Ordnung)
dermat.0o	dermatologo		NULL	Dermatologe	
dermat.0o	dermatologo		NULL	Hautarzt	
dermat.0o.MED	dermatologo		NULL	Dermatologe	
dermat.0o.MED	dermatologo		NULL	Hautarzt	
dermat1.0isto	dermatologiisto		NULL	Dermatologe	
dermat1.0isto	dermatologiisto		NULL	Hautarzt	
dermat1.0isto.MED	dermatologiisto		NULL	Dermatologe	
dermat1.0isto.MED	dermatologiisto		NULL	Hautarzt	
dermat1.0o	dermatologio		NULL	Dermatologie	
dermat1.0o	dermatologio		NULL	Lehre von den Hautkrankheiten	
dermat1.0o.MED	dermatologio		NULL	Dermatologie	
dermat1.0o.MED	dermatologio		NULL	Lehre von den Hautkrankheiten	
dermat2.0o	dermatozo		NULL	Dermatose	
dermit.0o	dermatito		NULL	Hautentzündung	
dermit.0o	dermito		NULL	Hautentzündung	
dermit.0o	dermatito		NULL	Dermatitis	
dermit.0o	dermito		NULL	Dermatitis	
dervisx.0o	derviŝo		NULL	Derwisch	
dervisx.0o.ISL	derviŝo		NULL	Derwisch	
des.0	des		uv_D	desto	
des.0	des		uv_D	umso	
des.0.kun_ju	des	1	uv_D	desto	
des.0.kun_ju	des	1	uv_D	umso	
des.0.sen_ju	des	2	uv_D	desto	
des.0.sen_ju	des	2	uv_D	umso	
descend.0i	descendi		NULL	absteigen	
descend.0i.malsupreniri	descendi		NULL	absteigen	
desegn.0ado	desegnado		NULL	Zeichnen	
desegn.0ado.BELA	desegnado		NULL	Zeichnen	
desegn.0ajxo	desegnaĵo		NULL	Zeichnung	
desegn.0ajxo.BELA	desegnaĵo		NULL	Zeichnung	
desegn.0i	desegni		NULL	zeichnen	
desegn.0i.KOMUNE	desegni	1	NULL	zeichnen	
desegn.0i.montri	desegni	2	NULL	zeichnen	
desegn.0igxi	desegniĝi		NULL	NULL	NULL
desegn.0igxi.designita	desegniĝi	1	NULL	NULL	NULL
desegn.0igxi.montri	desegniĝi	2	NULL	NULL	NULL
desegn.0isto	desegnisto		NULL	Zeichner	
desegn.0isto.BELA	desegnisto		NULL	Zeichner	
desegn.0o	desegno		NULL	Zeichnung	
desegn.0o	desegno		NULL	Muster	
desegn.0o	desegno		NULL	Musterung	
desegn.0o	desegno		NULL	Bild	
desegn.0o	desegno		NULL	Abbild	
desegn.0o	desegno		NULL	Abbildung	
desegn.0o	desegno		NULL	Design	
desegn.0o.desegnado	desegno	1	NULL	Zeichnung	
desegn.0o.desegnado	desegno	1	NULL	Muster	
desegn.0o.desegnado	desegno	1	NULL	Musterung	
desegn.0o.desegnado	desegno	1	NULL	Bild	
desegn.0o.desegnado	desegno	1	NULL	Abbild	
desegn.0o.desegnado	desegno	1	NULL	Abbildung	
desegn.0o.desegnado	desegno	1	NULL	Design	
desegn.0o.desegnajxo	desegno	2	NULL	Zeichnung	
desegn.0o.desegnajxo	desegno	2	NULL	Muster	
desegn.0o.desegnajxo	desegno	2	NULL	Musterung	
desegn.0o.desegnajxo	desegno	2	NULL	Bild	
desegn.0o.desegnajxo	desegno	2	NULL	Abbild	
desegn.0o.desegnajxo	desegno	2	NULL	Abbildung	
desegn.0o.desegnajxo	desegno	2	NULL	Design	
desegn.sxablon0i	ŝablondesegni		NULL	NULL	NULL
desegn.sxablon0i.BELA	ŝablondesegni		NULL	NULL	NULL
desert.0o	deserto		NULL	Nachtisch	
desert.0o	deserto		NULL	Nachspeise	
desert.0o	deserto		NULL	Dessert	
desinf.0ajxo	desinfektaĵo		NULL	Desinfektionsmittel	
desinf.0ajxo.SAN	desinfektaĵo		NULL	Desinfektionsmittel	
desinf.0i	desinfekti		NULL	desinfizieren	
desinf.0i.SAN	desinfekti		NULL	desinfizieren	
desinf.0ilo	desinfektilo		NULL	Desinfektionsapparat	
desinf.0ilo.SAN	desinfektilo		NULL	Desinfektionsapparat	
desmod.0o	desmodio		NULL	Desmodium	
desoksiriboz.0o	desoksiribozo		NULL	Desoxyribose	
desoksiriboz.0o	dezoksiribozo		NULL	Desoxyribose	
desper.0a	despera		NULL	NULL	NULL
desper.0a.senbrida	despera	2	NULL	haltlos	
desper.0a.senespera	despera	1	NULL	hoffnungslost	
desper.0a.senespera	despera	1	NULL	ausweglos	
desper.0a.senespera	despera	1	NULL	niedergeschlagen	
desper.0a.senespera	despera	1	NULL	desperat	
desper.0ulo	desperulo		NULL	NULL	NULL
desper.0ulo.senbrida	desperulo		NULL	Haltloser	
despot.0a	despota		NULL	despotisch	
despot.0ismo	despotismo		NULL	NULL	NULL
despot.0ismo.FIG	despotismo	2	NULL	NULL	NULL
despot.0ismo.POL	despotismo	1	NULL	Gewaltherrschaft	
despot.0ismo.POL	despotismo	1	NULL	Despotismus	
despot.0o	despoto		NULL	NULL	NULL
despot.0o.POL	despoto		NULL	Gewaltherrscher	
despot.0o.POL	despoto		NULL	Despot	
destin.0i	destini		NULL	bestimmen	
destin.0i.decidi_ricevon	destini	1	NULL	vermachen	
destin.0i.decidi_ricevon	destini	1	NULL	bestimmen für	
destin.0i.decidi_ricevon	destini	1	NULL	bestimmen	
destin.0i.decidi_sorton	destini	2	NULL	vorherbestimmen	
destin.0i.decidi_sorton	destini	2	NULL	bestimmen für	
destin.0i.decidi_sorton	destini	2	NULL	ausersehen	
destin.0i.decidi_sorton	destini	2	NULL	bestimmen	
destin.0i.elekti	destini	4	NULL	bestimmen	
destin.0i.elekti	destini	4	NULL	auswählen	
destin.0i.elekti	destini	4	NULL	bestimmen	
destin.0o	destino		NULL	Vorsehung	
destin.0o	destino		NULL	Bestimmung	
destin.0o	destino		NULL	Vorbestimmung	
destin.antaux0ismo	antaŭdestinismo		NULL	Vorsehungsglaube	
destin.antaux0ismo	antaŭdestinismo		NULL	Prädestinationslehre	
destin.antaux0ismo.KRI	antaŭdestinismo		NULL	Vorsehungsglaube	
destin.antaux0ismo.KRI	antaŭdestinismo		NULL	Prädestinationslehre	
destrojer.0o	destrojero		NULL	Zerstörer	Zerstörer (Schiff)
destrojer.0o.MAR	destrojero		NULL	Zerstörer	Zerstörer (Schiff)
detal.0a	detala		NULL	NULL	NULL
detal.0a.0hava	detala	1	NULL	ausführlich	
detal.0a.0hava	detala	1	NULL	detailliert	
detal.0a.0hava	detala	1	NULL	ins Einzelne gehend	
detal.0a.0hava	detala	1	NULL	eingehend	
detal.0ado	detalado		NULL	NULL	NULL
detal.0ado	detaligo		NULL	NULL	NULL
detal.0ado.EKON	detalado	2	NULL	Einzelverkauf	
detal.0ado.EKON	detaligo	2	NULL	Einzelverkauf	
detal.0ado.EKON	detalado	2	NULL	Verkauf im Kleinen	
detal.0ado.EKON	detaligo	2	NULL	Verkauf im Kleinen	
detal.0ado.EKON	detalado	2	NULL	detail	Verkauf en detail
detal.0ado.EKON	detaligo	2	NULL	detail	Verkauf en detail
